superkingdom,phylum,class,order,family,genus,species,year,status,reference
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,xiamenensis,2010,established,"Zong, Zhiyong. ""Nosocomial peripancreatic infection associated with Shewanella xiamenensis."" Journal of medical microbiology 60.9 (2011): 1387-1390."
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,massiliensis,2010,putative,"Al Masalma, Mouhamad, Didier Raoult, and Véronique Roux. ""Staphylococcus massiliensis sp. nov., isolated from a human brain abscess."" International journal of systematic and evolutionary microbiology 60.5 (2010): 1066-1072"
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Xenophilus,aerolatus,2010,putative,"Yau, Yvonne CW, and Elizabeth A. Harvey. ""Xenophilus aerolatus Peritonitis in a Six-Year-Old Boy on Maintenance Peritoneal Dialysis."" Advances in Peritoneal Dialysis 27 (2011)."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,marplatensis,2011,established,"Papalia, Mariana, et al. ""Diversity of Achromobacter species recovered from patients with cystic fibrosis, in Argentina."" Revista Argentina de microbiologia 52.1 (2020): 13-18."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,nosocomialis,2011,established,"Nemec, Alexandr, et al. ""Genotypic and phenotypic characterization of the Acinetobacter calcoaceticus–Acinetobacter baumannii complex with the proposal of Acinetobacter pittii sp. nov.(formerly Acinetobacter genomic species 3) and Acinetobacter nosocomialis sp. nov.(formerly Acinetobacter genomic species 13TU)."" Research in microbiology 162.4 (2011): 393-404."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,pittii ,2011,established,"Nemec, Alexandr, et al. ""Genotypic and phenotypic characterization of the Acinetobacter calcoaceticus–Acinetobacter baumannii complex with the proposal of Acinetobacter pittii sp. nov.(formerly Acinetobacter genomic species 3) and Acinetobacter nosocomialis sp. nov.(formerly Acinetobacter genomic species 13TU)."" Research in microbiology 162.4 (2011): 393-404."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Auritidibacter,ignavus,2011,putative,"Yassin, A. F., et al. ""Auritidibacter ignavus gen. nov., sp. nov., of the family Micrococcaceae isolated from an ear swab of a man with otitis externa, transfer of the members of the family Yaniellaceae Li et al. 2008 to the family Micrococcaceae and emended description of the suborder Micrococcineae."" International journal of systematic and evolutionary microbiology 61.2 (2011): 223-230."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,pyogenes,2011,established,"Madsen, Ida Ringsborg, and Ulrik Stenz Justesen. ""Bacteremia with Bacteroides pyogenes after a cat bite."" Journal of clinical microbiology 49.8 (2011): 3092-3093."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Bisgaardia,hudsonensis,2011,putative,"Sundeep, S., and V. Cleeve. ""Isolation of Bisgaardia hudsonensis from a seal bite. Case report and review of the literature on seal finger."" Journal of Infection 63.1 (2011): 86-88."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Dermacoccaceae,Branchiibius,cervicis,2011,established,"Tomida, Junko, et al. ""Branchiibius cervicis sp. nov., a novel species isolated from patients with atopic dermatitis."" Systematic and applied microbiology 34.7 (2011): 503-507."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Diplorickettsia,massiliensis,2011,putative,"Mediannikov, Oleg, et al. ""A novel obligate intracellular gamma-proteobacterium associated with ixodid ticks, Diplorickettsia massiliensis, Gen. Nov., Sp. Nov."" PloS one 5.7 (2010): e11478."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Elizabethkingia,anophelis,2011,established,"Lau, Susanna KP, et al. ""Elizabethkingia anophelis bacteremia is associated with clinically significant infections and high mortality."" Scientific reports 6.1 (2016): 1-10."
Bacteria,Proteobacteria,Gammaproteobacteria,Lysobacterales,not assigned to family,Ignatzschineria,indica,2011,established,"Barker, Heather S., et al. ""First case reports of Ignatzschineria (Schineria) indica associated with myiasis."" Journal of clinical microbiology 52.12 (2014): 4432-4434."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Kocuria,salsicia,2011,putative,"Sohn, Kyung Mok, et al. ""Catheter-related bacteremia caused by Kocuria salsicia: the first case."" Journal of Infection and Chemotherapy 21.4 (2015): 305-307."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,hongkongensis,2011,putative,"Woo, Patrick CY, et al. ""Leptotrichia hongkongensis sp. nov., a novel Leptotrichia species with the oral cavity as its natural reservoir."" Journal of Zhejiang University SCIENCE B 11.6 (2010): 391-401."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,europaeum,2011,established,"Tortoli, Enrico, et al. ""Mycobacterium europaeum sp. nov., a scotochromogenic species related to the Mycobacterium simiae complex."" International journal of systematic and evolutionary microbiology 61.7 (2011): 1606-1611."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,sherrisii,2011,established,"Tortoli, Enrico, Alessandro Mariottini, and Gianna Mazzarelli. ""Mycobacterium sherrisii isolation from a patient with pulmonary disease."" Diagnostic microbiology and infectious disease 57.2 (2007): 221-223."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,shinjukuense,2011,established,"Saito, Hajime, et al. ""Mycobacterium shinjukuense sp. nov., a slowly growing, non-chromogenic species isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 61.8 (2011): 1927-1932"
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Necropsobacter,rosorum,2011,established,"Tan, Thean Yen, Lily Siew Yong Ng, and Li Ching Eng. ""Five clinical cases of Necropsobacter rosorum bacteremia."" Journal of clinical microbiology 51.4 (2013): 1337-1340."
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,shayeganii,2011,putative,"Wolfgang, William J., et al. ""Neisseria wadsworthii sp. nov. and Neisseria shayeganii sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 61.1 (2011): 91-98."
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,wadsworthii,2011,putative,"Wolfgang, William J., et al. ""Neisseria wadsworthii sp. nov. and Neisseria shayeganii sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 61.1 (2011): 91-98."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,niwae,2011,established,"Moser, Benjamin D., et al. ""Nocardia niwae sp. nov., isolated from human pulmonary sources."" International journal of systematic and evolutionary microbiology 61.2 (2011): 438-442."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,fusca,2011,putative,"Downes, Julia, and William G. Wade. ""Prevotella fusca sp. nov. and Prevotella scopos sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 61.4 (2011): 854-858."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,scopos,2011,putative,"Downes, Julia, and William G. Wade. ""Prevotella fusca sp. nov. and Prevotella scopos sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 61.4 (2011): 854-858."
Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,pusense,2011,putative,"Kuchibiro, Tomokazu, et al. ""First case report of sepsis caused by Rhizobium pusense in Japan."" JMM case reports 5.1 (2018)."
Bacteria,Actinobacteria,Actinomycetia,Bifidobacteriales,Bifidobacteriaceae,Scardovia,wiggsiae,2011,established,"Downes, Julia, et al. ""Scardovia wiggsiae sp. nov., isolated from the human oral cavity and clinical material, and emended descriptions of the genus Scardovia and Scardovia inopinata."" International journal of systematic and evolutionary microbiology 61.1 (2011): 25-29."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,lactarius,2011,putative,"Tena, Daniel, et al. ""Lactational mastitis caused by Streptococcus lactarius."" Diagnostic microbiology and infectious disease 85.4 (2016): 490-492."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,aquatimens,2012,putative,"Bygott, Jeanine M., et al. ""First clinical case of Corynebacterium auriscanis isolated from localized dog bite infection."" Journal of medical microbiology 57.7 (2008): 899-900."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Cruoricaptor,ignavus,2012,putative,"Yassin, A. F., et al. ""Cruoricaptor ignavus gen. nov., sp. nov., a novel bacterium of the family Flavobacteriaceae isolated from blood culture of a man with bacteraemia."" Systematic and applied microbiology 35.7 (2012): 421-426."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Dietziaceae,Dietzia,aurantiaca,2012,putative,"Kämpfer, P., et al. ""Dietzia aurantiaca sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 62.Pt_3 (2012): 484-488."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,sputorum,2012,established,"Nørskov-Lauritsen, Niels, et al. ""Identification of haemolytic Haemophilus species isolated from human clinical specimens and description of Haemophilus sputorum sp. nov."" International Journal of Medical Microbiology 302.2 (2012): 78-83."
Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,heilmannii,2012,established,Taylor et al
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Kerstersia,similis,2012,established,"Vandamme, Peter, et al. ""Kerstersia similis sp. nov., isolated from human clinical samples."" International journal of systematic and evolutionary microbiology 62.Pt_9 (2012): 2156-2159."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoanaerobaculum,umeaense,2012,putative,"Hedberg, Maria E., et al. ""Lachnoanaerobaculum gen. nov., a new genus in the Lachnospiraceae: characterization of Lachnoanaerobaculum umeaense gen. nov., sp. nov., isolated from the human small intestine, and Lachnoanaerobaculum orale sp. nov., isolated from saliva, and reclassification of Eubacterium saburreum (Prevot 1966) Holdeman and Moore 1970 as Lachnoanaerobaculum saburreum comb. nov."" International journal of systematic and evolutionary microbiology 62.Pt 11 (2012): 2685."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,nagasakiensis,2012,putative,"Yang, Genyan, et al. ""Legionella nagasakiensis sp. nov., isolated from water samples and from a patient with pneumonia."" International journal of systematic and evolutionary microbiology 62.2 (2012): 284-288."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,steelei,2012,putative,"Edelstein, Paul H., et al. ""Legionella steelei sp. nov., isolated from human respiratory specimens in California, USA, and South Australia."" International journal of systematic and evolutionary microbiology 62.Pt_8 (2012): 1766-1771."
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,cardiaca,2012,putative,"Pearce, Meghan M., et al. ""Legionella cardiaca sp. nov., isolated from a case of native valve endocarditis in a human heart."" International journal of systematic and evolutionary microbiology 62.Pt 12 (2012): 2946."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,oculi,2012,putative,"Kämpfer, Peter, et al. ""Massilia oculi sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 62.2 (2012): 364-369."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,koreense,2012,putative,"Kim, Byoung-Jun, et al. ""Mycobacterium koreense sp. nov., a slowly growing non-chromogenic species closely related to Mycobacterium triviale."" International journal of systematic and evolutionary microbiology 62.Pt_6 (2012): 1289-1295."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,phaeus,2012,putative,"Pérez-Lazo, G., et al. ""First report of Myroides phaeus bacteraemia identified by polymerase chain reaction and genetic sequencing."" IDCases 19 (2020): e00695."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,duerdenii,2012,putative,"Ulger-Toprak, Nurver, et al. ""Peptoniphilus duerdenii sp. nov. and Peptoniphilus koenoeneniae sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 62.Pt_10 (2012): 2336-2341."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,coxii,2012,putative,"Citron, Diane M., Kerin L. Tyrrell, and Ellie JC Goldstein. ""Peptoniphilus coxii sp. nov. and Peptoniphilus tyrrelliae sp. nov. isolated from human clinical infections."" Anaerobe 18.2 (2012): 244-248."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,tyrrelliae,2012,established,"Citron, Diane M., Kerin L. Tyrrell, and Ellie JC Goldstein. ""Peptoniphilus coxii sp. nov. and Peptoniphilus tyrrelliae sp. nov. isolated from human clinical infections."" Anaerobe 18.2 (2012): 244-248."
Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Peptoniphilus,koenoeneniae,2012,putative,"Ulger-Toprak, Nurver, et al. ""Peptoniphilus duerdenii sp. nov. and Peptoniphilus koenoeneniae sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 62.Pt_10 (2012): 2336-2341."
Bacteria,Proteobacteria,Gammaproteobacteria,Moraxellales,Moraxellaceae,Psychrobacter,sanguinis,2012,established,"Wirth, Samantha E., et al. ""Psychrobacter sanguinis sp. nov., recovered from four clinical specimens over a 4-year period."" International journal of systematic and evolutionary microbiology 62.1 (2012): 49-54."
Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Sneathia,amnii,2012,established,"Duployez, Claire, et al. ""Sneathia amnii, an unusual pathogen in spondylitis: A case report."" Anaerobe 66 (2020): 102277."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,tigurinus,2012,established,"Zbinden, Andrea, et al. ""Streptococcus tigurinus sp. nov., isolated from blood of patients with endocarditis, meningitis and spondylodiscitis."" International journal of systematic and evolutionary microbiology 62.Pt_12 (2012): 2941-2945."
Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,hongkongensis,2012,putative,"Lau, Susanna KP, et al. ""Streptococcus hongkongensis sp. nov., isolated from a patient with an infected puncture wound and from a marine flatfish."" International journal of systematic and evolutionary microbiology 63.Pt_7 (2013): 2570-2576."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,aegrifaciens,2013,established,"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,anxifer,2013,putative,"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,dolens,2013,established,"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,insuavis,2013,established,"Vandamme, Peter, et al. ""Classification of Achromobacter genogroups 2, 5, 7 and 14 as Achromobacter insuavis sp. nov., Achromobacter aegrifaciens sp. nov., Achromobacter anxifer sp. nov. and Achromobacter dolens sp. nov., respectively."" Systematic and applied microbiology 36.7 (2013): 474-482."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,mucicolens,2013,established,"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,pulmonis,2013,established,"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,spiritinus,2013,putative,"Vandamme, Peter, et al. ""Achromobacter animicus sp. nov., Achromobacter mucicolens sp. nov., Achromobacter pulmonis sp. nov. and Achromobacter spiritinus sp. nov., from human clinical samples."" Systematic and applied microbiology 36.1 (2013): 1-10."
Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,animicus,2013,putative,"Moremi, Nyambura, et al. ""Multidrug-resistant Achromobacter animicus causing wound infection in a street child in Mwanza, Tanzania."" Diagnostic microbiology and infectious disease 88.1 (2017): 58-61."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,rava,2013,established,"Toprak, N. Ulger, et al. ""Alloprevotella rava isolated from a mixed infection of an elderly patient with chronic mandibular osteomyelitis mimicking oral squamous cell carcinoma."" New Microbes and New Infections 42 (2021): 100880."
Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,cytotoxicus,2013,established,"Guinebretière, Marie-Hélène, et al. ""Bacillus cytotoxicus sp. nov. is a novel thermotolerant species of the Bacillus cereus group occasionally associated with food poisoning."" International journal of systematic and evolutionary microbiology 63.Pt_1 (2013): 31-40."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,bernardetii,2013,established,"Holmes, B., A. G. Steigerwalt, and A. C. Nicholson. ""DNA–DNA hybridization study of strains of Chryseobacterium, Elizabethkingia and Empedobacter and of other usually indole-producing non-fermenters of CDC groups IIc, IIe, IIh and IIi, mostly from human clinical sources, and proposals of Chryseobacterium bernardetii sp. nov., Chryseobacterium carnis sp. nov., Chryseobacterium lactis sp. nov., Chryseobacterium nakagawai sp. nov. and Chryseobacterium taklimakanense comb. nov."" International journal of systematic and evolutionary microbiology 63.0 12 (2013): 4639."
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,nakagawai,2013,putative,"Holmes, B., A. G. Steigerwalt, and A. C. Nicholson. ""DNA–DNA hybridization study of strains of Chryseobacterium, Elizabethkingia and Empedobacter and of other usually indole-producing non-fermenters of CDC groups IIc, IIe, IIh and IIi, mostly from human clinical sources, and proposals of Chryseobacterium bernardetii sp. nov., Chryseobacterium carnis sp. nov., Chryseobacterium lactis sp. nov., Chryseobacterium nakagawai sp. nov. and Chryseobacterium taklimakanense comb. nov."" International journal of systematic and evolutionary microbiology 63.0 12 (2013): 4639."
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,legallii,2013,putative,"Vasoo, Shawn, et al. ""Desulfovibrio legallii prosthetic shoulder joint infection and review of antimicrobial susceptibility and clinical characteristics of Desulfovibrio infections."" Journal of clinical microbiology 52.8 (2014): 3105-3110."
Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Effusibacillus,consociatus,2013,putative,"Glaeser, Stefanie P., et al. ""Alicyclobacillusconsociatus sp. nov., isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 63.Pt_10 (2013): 3623-3627."
Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,ramosum,2013,putative,"Zakham, Fathiah, et al. ""Molecular diagnosis and enrichment culture identified a septic pseudoarthrosis due to an infection with Erysipelatoclostridium ramosum."" International Journal of Infectious Diseases 81 (2019): 167-169."
Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Fretibacterium,fastidiosum,2013,putative,"Vartoukian, Sonia R., et al. ""Fretibacterium fastidiosum gen. nov., sp. nov., isolated from the human oral cavity."" International journal of systematic and evolutionary microbiology 63.Pt_2 (2013): 458-463."
Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Hazenella,coriacea,2013,established,"Buss, Sarah N., et al. ""Hazenella coriacea gen. nov., sp. nov., isolated from clinical specimens."" International journal of systematic and evolutionary microbiology 63.Pt_11 (2013): 4087-4093."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,yannicii,2013,putative,"Sharma, Poonam, et al. ""Phenotypic and genotypic properties of Microbacterium yannicii, a recently described multidrug resistant bacterium isolated from a lung transplanted patient with cystic fibrosis in France."" BMC microbiology 13.1 (2013): 1-11."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,fragae,2013,putative,"Ramos, Jesus Pais, et al. ""Mycobacterium fragae sp. nov., a non-chromogenic species isolated from human respiratory specimens."" International journal of systematic and evolutionary microbiology 63.Pt_7 (2013): 2583-2587."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,heraklionense,2013,established,"Aburjania, Nana, et al. ""Chronic tenosynovitis of the hand caused by Mycobacterium heraklionense."" International journal of mycobacteriology 5.3 (2016): 273-275."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,iranicum,2013,established,"Shojaei, Hasan, et al. ""Mycobacterium iranicum sp. nov., a rapidly growing scotochromogenic species isolated from clinical specimens on three different continents."" International journal of systematic and evolutionary microbiology 63.Pt_4 (2013): 1383-1389."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,longobardum,2013,established,"Hong, Sung Kuk, et al. ""First case of Mycobacterium longobardum infection."" Annals of laboratory medicine 33.5 (2013): 356-359."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycobacterium,parakoreense,2013,putative,"Kim, Byoung-Jun, et al. ""Mycobacteriumparakoreense sp. nov., a slowly growing non-chromogenic species related to Mycobacterium koreense, isolated from a human clinical specimen."" International journal of systematic and evolutionary microbiology 63.Pt_6 (2013): 2301-2308."
Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,oralis,2013,established,"Baniulyte, Gabriele, et al. ""Neisseria oralis septicaemia in a newborn: first recorded case."" Paediatrics and International Child Health (2020): 1-2."
Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Nocardiaceae,Nocardia,amikacinitolerans,2013,established,"Ezeoke, Ifeoma, et al. ""Nocardia amikacinitolerans sp. nov., an amikacin-resistant human pathogen."" International journal of systematic and evolutionary microbiology 63.Pt_3 (2013): 1056-1061."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Oscillospiraceae,Oscillibacter,ruminantium,2013,established,"Sydenham, Thomas V., et al. ""Four cases of bacteremia caused by Oscillibacter ruminantium, a newly described species."" Journal of clinical microbiology 52.4 (2014): 1304-1307."
Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,vulneris,2013,putative,"Glaeser, Stefanie P., et al. ""Paenibacillus vulneris sp. nov., isolated from a necrotic wound."" International journal of systematic and evolutionary microbiology 63.Pt_2 (2013): 777-782."
Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,hotanense,2013,putative,"Kroumova, Vesselina, et al. ""From soil to blood: first human case of Sphingobacterium hotanense bacteraemia."" Infez Med 25.1 (2017): 75-6."
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,argenteus,2013,established,"Thaipadungpanit, Janjira, et al. ""Clinical and molecular epidemiology of Staphylococcus argenteus infections in Thailand."" Journal of clinical microbiology 53.3 (2015): 1005-1008."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Stomatobaculum,longum,2013,putative,"Sizova, Maria V., et al. ""Stomatobaculum longum gen. nov., sp. nov., an obligately anaerobic bacterium from the human oral cavity."" International journal of systematic and evolutionary microbiology 63.Pt 4 (2013): 1450."
Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,deltae,2014,putative,"Cools, Piet, et al. ""Atopobiumdeltae sp. nov., isolated from the blood of a patient with Fournier’s gangrene."" International journal of systematic and evolutionary microbiology 64.Pt_9 (2014): 3140-3145."
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,faecihominis,2014,putative,"Kamel, Omar, et al. ""Butyricimonas faecihominis and Eubacterium callanderi mixed bloodstream infection after appendicular peritonitis."" Anaerobe (2021): 102419."
Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Canibacter,oris,2014,putative,"Aravena-Román, M., et al. ""Canibacter oris gen. nov., sp. nov., isolated from an infected human wound."" International journal of systematic and evolutionary microbiology 64.Pt_5 (2014): 1635-1640."
Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Eisenbergiella,tayi,2014,putative,"Amir, Itay, et al. ""Eisenbergiella tayi gen. nov., sp. nov., isolated from human blood."" International journal of systematic and evolutionary microbiology 64.Pt_3 (2014): 907-914."
Bacteria,Firmicutes,Clostridia,Eubacteriales,not assigned to family],Fenollaria,massiliensis,2014,putative,"Pagnier, Isabelle, et al. ""Non-contiguous finished genome sequence and description of Fenollaria massiliensis gen. nov., sp. nov., a new genus of anaerobic bacterium."" Standards in genomic sciences 9.3 (2014): 704-717."
Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Frederiksenia,canicola,2014,established,"Korczak, Bożena M., et al. ""Frederiksenia canicola gen. nov., sp. nov. isolated from dogs and human dog-bite wounds."" Antonie Van Leeuwenhoek 105.4 (2014): 731-741."
Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Gemella,parahaemolysans,2014,putative,"Hung, Wei-Chun, et al. ""Gemella parahaemolysans sp. nov. and Gemella taiwanensis sp. nov., isolated from human clinical specimens."" International journal of systematic and evolutionary microbiology 64.Pt_6 (2014): 2060-2065."
